"ecoSpeciesProfilesID"	"ecoSpeciesID"	"lifeZoneID"	"ecoGenusID"	"IUCNL3ID"	"BIOL4ID"	"ecoSpeciesDescription"	"ecoSpeciesBiota"	"ecoSpeciesDistribution"	"ecoSpeciesDistributionRasterName"	"ecoSpeciesDistributionRasterValue"	"RLEStatus"	"RLENotes"	"ecotaxonomicNotes"	"ecoSpeciesProfilesReferenceID"	"ecoSpeciesProfilesReference"	"ecoSpeciesProfilesReferencePage"	"ecoSpeciesProfilesReferenceAuthorID"	"ecoSpeciesProfilesReferenceDate"	"isProtologue"	"ecoSpeciesProfilesReferenceAuthor"
295	20200506075028	"e37c3a64-9cb6-4bb0-aec0-e1125f510c65"	"48edc953-3438-46b9-b44a-bf3a600b2a88"												"Golder (2013)"	"10"	"Golder"	2012-12-31T21:00:00Z	1	"Golder"
296	20200506080915	"20200422155340"	"87e57609-ab15-4fbd-aae2-99c993a286ec"	"T1.4"	"BIO-T2.1.4"									"https://doi.org/10.13140/RG.2.2.13242.93129"	"Senterre et al. (2019)"	"52"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2019-12-30T21:00:00Z	1	"Senterre, Bruno"
297	20200506081330	"e37c3a64-9cb6-4bb0-aec0-e1125f510c65"	"87e57609-ab15-4fbd-aae2-99c993a286ec"											"www.jstor.org/stable/20034533"	"Schnell (1952)"	"385"	"SchnellRaymond"	1951-12-31T20:00:00Z	1	"Schnell, Raymond"
298	20200506081704	"e37c3a64-9cb6-4bb0-aec0-e1125f510c65"	"87e57609-ab15-4fbd-aae2-99c993a286ec"											"https://dumas.ccsd.cnrs.fr/dumas-01950965"	"Aussel (2018)"	"31131"	"AusselAlexia"	2018-12-10T21:00:00Z	1	"Aussel, Alexia"
299	20200506083225	"7bed19ab-1acd-489b-96bf-b01843742a45"	"4be9ac23-7c73-48b4-8cf1-f10fb3f15075"	"T4.3"	"BIO-T5.1.2"									"https://doi.org/10.13140/RG.2.2.13242.93129"	"Senterre et al. (2019)"	"54"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2019-12-30T21:00:00Z	1	"Senterre, Bruno"
300	20200506114549	"20200422155340"	"292889d7-85be-44d3-8860-05f8e045f945"											"www.jstor.org/stable/20034533"	"Schnell (1952)"	"383"	"SchnellRaymond"	1951-12-31T20:00:00Z	1	"Schnell, Raymond"
301	20200506114827	"20200422155340"	"292889d7-85be-44d3-8860-05f8e045f945"												"Golder (2013)"	"14"	"Golder"	2012-12-31T21:00:00Z	1	"Golder"
302	20200506115406	"20200422155340"	"292889d7-85be-44d3-8860-05f8e045f945"												"Astron (2019)"	"14"	"Astron"	2018-12-31T21:00:00Z	1	"Astron"
303	20200506115615	"7bed19ab-1acd-489b-96bf-b01843742a45"	"20190814-1912"	"T4.2"	"BIO-T5.1.4"									"https://doi.org/10.13140/RG.2.2.13242.93129"	"Senterre et al. (2019)"	"58"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2019-12-30T21:00:00Z	1	"Senterre, Bruno"
304	20200506120000	"7bed19ab-1acd-489b-96bf-b01843742a45"	"20190814-1912"											"www.jstor.org/stable/20034533"	"Schnell (1952)"	"380"	"SchnellRaymond"	1951-12-31T20:00:00Z	1	"Schnell, Raymond"
305	20200506121127	"7bed19ab-1acd-489b-96bf-b01843742a45"	"20190814-1912"												"Golder (2013)"	"15"	"Golder"	2012-12-31T21:00:00Z	1	"Golder"
306	20200506121324	"7bed19ab-1acd-489b-96bf-b01843742a45"	"20190814-1912"												"Astron (2019)"	"15"	"Astron"	2018-12-31T21:00:00Z	1	"Astron"
307	20200506121516	"ac3b768f-e0e9-4ca3-ba6a-f4bac91d2b6c"	"20190814-1912"	"T4.2"	"BIO-T5.1.4"									"https://doi.org/10.13140/RG.2.2.13242.93129"	"Senterre et al. (2019)"	"59"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2019-12-30T21:00:00Z	1	"Senterre, Bruno"
308	20200506121748	"ac3b768f-e0e9-4ca3-ba6a-f4bac91d2b6c"	"20190814-1912"											"https://doi.org/10.19182/bft2009.301.a20406"	"Poilecot & Loua (2009)"	"55"	"PoilecotPierre"	2008-12-31T21:00:00Z	1	"Poilecot, Pierre"
309	20200506122232	"ac3b768f-e0e9-4ca3-ba6a-f4bac91d2b6c"	"20190814-1912"												"Golder (2013)"	"16"	"Golder"	2012-12-31T21:00:00Z	1	"Golder"
310	20200506122548	"ac3b768f-e0e9-4ca3-ba6a-f4bac91d2b6c"	"20190814-1912"												"Astron (2019)"	"16"	"Astron"	2018-12-31T21:00:00Z	1	"Astron"
311	20200506122743	"ac3b768f-e0e9-4ca3-ba6a-f4bac91d2b6c"	"20190814-1912"											"https://dumas.ccsd.cnrs.fr/dumas-01950965"	"Aussel (2018)"	"3213"	"AusselAlexia"	2018-12-10T21:00:00Z	1	"Aussel, Alexia"
312	20200506122932	"ac3b768f-e0e9-4ca3-ba6a-f4bac91d2b6c"	"20190814-1912"											"https://dumas.ccsd.cnrs.fr/dumas-01950965"	"Aussel (2018)"	"33221"	"AusselAlexia"	2018-12-10T21:00:00Z	1	"Aussel, Alexia"
313	20200506123210	"20200422155340"	"20190814-1912"	"T4.2"	"BIO-T6.1.3"									"https://doi.org/10.13140/RG.2.2.13242.93129"	"Senterre et al. (2019)"	"59"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2019-12-30T21:00:00Z	1	"Senterre, Bruno"
314	20200506123409	"20200422155340"	"20190814-1912"											"www.jstor.org/stable/20034533"	"Schnell (1952)"	"397"	"SchnellRaymond"	1951-12-31T20:00:00Z	1	"Schnell, Raymond"
315	20200506124030	"20200422155340"	"092d38f0-0be7-4640-91bc-627d1aa4fb24"	"T3.4"	"BIO-T9.2.1"									"https://doi.org/10.13140/RG.2.2.13242.93129"	"Senterre et al. (2019)"	"60"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2019-12-30T21:00:00Z	1	"Senterre, Bruno"
316	20200506130741	"20200422155340"	"092d38f0-0be7-4640-91bc-627d1aa4fb24"											"www.jstor.org/stable/20034533"	"Schnell (1952)"	"383"	"SchnellRaymond"	1951-12-31T20:00:00Z	1	"Schnell, Raymond"
317	20200506131723	"20200422155340"	"092d38f0-0be7-4640-91bc-627d1aa4fb24"											"www.jstor.org/stable/20034533"	"Schnell (1952)"	"384"	"SchnellRaymond"	1951-12-31T20:00:00Z	1	"Schnell, Raymond"
318	20200506131903	"20200422155340"	"092d38f0-0be7-4640-91bc-627d1aa4fb24"												"Golder (2013)"	"17"	"Golder"	2012-12-31T21:00:00Z	1	"Golder"
319	20200506132102	"20200422155340"	"d87471a1-13e8-4aa4-bfa6-7f87979c1e6d"	"T3.4"	"BIO-T9.2.1"									"https://doi.org/10.13140/RG.2.2.13242.93129"	"Senterre et al. (2019)"	"60"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2019-12-30T21:00:00Z	1	"Senterre, Bruno"
320	20200506132258	"20200422155340"	"d87471a1-13e8-4aa4-bfa6-7f87979c1e6d"											"www.jstor.org/stable/20034533"	"Schnell (1952)"	"383"	"SchnellRaymond"	1951-12-31T20:00:00Z	1	"Schnell, Raymond"
321	20200804130810	"20200804085240"	"4166a7be-5ed2-4f61-9fe1-6d53cb99fc6a"											"https://doi.org/10.13140/RG.2.2.32628.48003"	"Senterre (2014)"	"15"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2014-06-11T21:00:00Z	1	"Senterre, Bruno"
322	20200804131020	"20200804085240"	"4166a7be-5ed2-4f61-9fe1-6d53cb99fc6a"	"T1.1"	"BIO-T1.1.1"									"https://doi.org/10.13140/RG.2.2.17934.89924"	"Senterre (2020)"	"40"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2020-08-03T21:00:00Z	1	"Senterre, Bruno"
323	20200804135358	"20200804085240"	"87e57609-ab15-4fbd-aae2-99c993a286ec"											"https://doi.org/10.13140/RG.2.2.32628.48003"	"Senterre (2014)"	"16"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2014-06-11T21:00:00Z	1	"Senterre, Bruno"
